months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,total_claim_amount
4,21,1,1,8427.172486,46503,87.59156709558825,390.03496301912224
8,91,0,9,5290.127299,27179,66.0,344.201601
13,26,0,5,5592.455266,62229,70.0,336.0
34,39,1,2,6279.177891973308,0,92.0,441.6
1,85,4,2,13623.62257,67060,126.0,339.000467
1,66,0,2,6279.177891973308,13663,97.0,465.6
5,79,0,1,2175.624856,0,63.0,453.6
21,35,1,4,6699.222525,0,99.0,699.67536
10,64,0,5,9043.678095,97745,113.0,695.136477
1,76,1,1,4369.041685,26026,116.0,283.670312
3,47,1,2,6279.177891973308,72794,164.0,50.454459
12,52,0,2,6279.177891973308,47730,91.0,219.440024
27,2,0,1,4270.034394,0,122.0,725.870693
6,67,0,8,5345.994644,0,72.0,345.6
20,81,0,9,4774.747415,0,70.0,336.0
35,36,0,2,14727.50526,97785,73.0,236.614219
27,89,0,3,4755.47946,0,66.0,712.309237
25,43,0,1,3436.134281,30817,88.0,91.834668
22,49,0,2,8355.774443,64502,70.0,39.336222
17,42,0,1,3412.566597,30335,87.0,326.132867
1,36,0,4,6185.337641,21020,80.0,178.371281
13,75,0,2,8456.722498,84574,70.0,167.459769
26,37,0,1,3021.938522,0,84.0,700.725788
28,3,0,8,6966.142868,0,93.0,436.143226
18,84,0,2,10083.48688,11828,90.0,571.479602
32,94,0,1,2539.990699,54889,63.0,302.4
15,72,0,9,8456.455313,89918,105.0,367.230882
27,30,0,2,6279.177891973308,87002,110.0,199.851173
33,91,0,1,10963.95723,55687,87.59156709558825,390.03496301912224
24,29,0,2,9671.98323,17103,87.0,417.6
17,20,5,1,1898.683686,0,70.0,702.020904
10,98,0,2,8595.146838,28441,73.0,686.020135
9,92,0,6,5532.753182,91212,69.0,270.311239
10,10,0,5,9371.773682,66325,117.0,497.719213
25,27,4,1,3975.321516,67895,101.0,403.937672
16,70,1,1,4456.016549,29550,114.0,118.750512
10,8,0,1,3495.891476,10275,97.0,465.6
7,70,0,6,8512.13221,61725,106.0,508.8
15,26,0,3,4650.063763,28215,65.0,468.0
20,10,0,2,13523.12989,10563,121.0,109.814874
10,97,0,3,4422.409799,0,62.0,722.432062
6,48,0,2,7320.98824,99722,61.0,292.8
13,55,0,9,7031.463693,16224,93.0,498.452698
24,92,0,5,5123.484988,72096,64.0,252.330905
9,43,0,4,9050.756606,63800,113.0,542.4
33,91,0,1,10963.95723,55687,87.59156709558825,390.03496301912224
6,49,1,3,6039.020697,0,89.0,640.8
8,91,0,1,2108.493744,0,61.0,351.85681
2,70,0,2,9875.092794,29598,87.0,150.926696
13,86,2,1,6928.601611,22907,87.59156709558825,49.18776
35,39,1,8,14318.44839,22697,87.59156709558825,892.8
18,80,0,7,5107.071054,70174,64.0,128.90032
7,4,0,2,6279.177891973308,85378,107.0,513.6
22,77,0,3,7516.831717,31477,94.0,146.950756
35,93,0,1,5389.499465,66429,136.0,57.712985
15,55,0,3,6275.155361,0,90.0,900.242038
29,32,0,3,4722.237214,0,65.0,655.489027
23,6,0,1,6282.317743,0,87.59156709558825,141.460349
35,3,0,6,7986.191274,74217,100.0,418.005524
11,82,3,4,6503.219978,46298,88.0,128.292466
0,86,0,1,4881.753428,0,135.0,648.0
15,58,0,1,2514.59196,43860,65.0,156.124914
11,5,0,2,7955.442668,0,69.0,331.2
7,52,0,9,4809.21696,48029,61.0,292.8
18,5,0,3,9696.548818,86830,123.0,480.533246
29,21,0,2,8709.321889,0,77.0,509.100577
30,96,0,1,2858.452328,40706,71.0,166.123172
19,7,0,9,5233.949019,69231,65.0,193.243084
13,33,0,2,13494.76017,0,132.0,950.4
5,87,0,3,6870.607058,0,105.0,756.0
8,36,0,4,5652.72374,16171,74.0,311.004168
20,61,0,1,2345.262087,51397,61.0,292.8
3,66,0,2,6279.177891973308,83879,69.0,212.148485
22,31,0,8,7247.206475,63267,92.0,530.340202
19,14,2,8,6085.304178,44712,82.0,537.78416
8,38,0,9,5480.070226,59311,69.0,14.812808
23,76,0,4,6876.309925,81957,86.0,433.426544
28,2,0,6,5368.887709,59601,67.0,321.6
26,15,0,3,8283.066678,71034,103.0,494.4
21,32,0,7,5384.671725,13103,72.0,458.003651
19,96,1,1,3508.569533,20978,98.0,390.03496301912224
4,21,1,1,8427.172486,46503,87.59156709558825,390.03496301912224
32,77,0,1,4553.809528,61064,113.0,539.774172
0,35,0,1,4318.433036,17572,110.0,639.769748
2,64,0,2,14091.19449,99823,116.0,250.183388
12,70,1,9,8693.631249,17453,118.0,566.4
19,63,0,1,6661.181553,55663,166.0,194.739777
0,93,1,1,2654.380994,73196,66.0,85.809817
6,62,0,1,4428.031583,58577,110.0,303.872752
11,37,0,6,5738.277584,88055,71.0,337.727542
17,96,0,5,5815.049178,0,80.0,384.0
15,76,0,1,4425.905071,80892,110.0,528.0
23,73,0,1,2574.020376,34990,65.0,42.689135
4,17,0,1,2832.513487,37124,72.0,430.518791
3,45,0,4,4876.315707,22236,62.0,409.425049
5,80,0,6,5181.620895,97131,64.0,307.2
19,19,0,3,5947.215835,67760,74.0,465.278453
13,74,0,1,2563.863345,0,69.0,97.691104
6,44,1,2,15144.40954,0,62.0,307.649586
0,92,0,3,5558.304507,37473,70.0,336.0
17,77,0,2,8109.364607,32314,68.0,326.4
0,82,3,2,15638.57599,49214,102.0,371.322406
27,85,1,2,8334.317162,49851,69.0,331.2
32,4,0,2,10418.31143,27951,91.0,436.8
13,20,0,5,6846.150323,0,95.0,456.0
13,73,0,3,9403.875138,56410,117.0,523.99823
15,71,0,7,6279.177891973308,22497,87.59156709558825,390.03496301912224
27,66,0,2,6279.177891973308,61347,106.0,604.237801
26,51,0,1,2914.955295,37803,74.0,355.2
14,4,0,4,8593.866533,91276,105.0,504.0
10,43,0,4,6861.745956,30816,87.0,237.57033
11,96,0,1,2680.900678,41968,67.0,183.207703
21,54,0,3,15797.98978,35754,87.59156709558825,612.973779
4,45,0,1,2863.312165,36706,71.0,435.606086
12,86,0,2,6279.177891973308,48258,87.59156709558825,390.03496301912224
6,77,3,4,10682.7619,52965,134.0,83.815183
25,44,0,1,2746.90319,0,84.0,604.8
8,5,0,1,2388.949198,0,65.0,455.644704
10,89,0,2,13776.74135,62634,116.0,122.017931
24,2,0,2,6279.177891973308,96917,61.0,71.942176
15,80,0,1,4669.22664,76157,116.0,556.8
24,36,0,1,4673.196379,53219,117.0,561.6
1,29,0,1,4347.591949,81412,109.0,344.294164
1,79,0,2,6279.177891973308,59744,105.0,476.486416
26,68,0,3,9100.787395,38898,117.0,561.6
19,98,2,4,6358.251692,0,94.0,17.938979
6,54,2,1,2628.468543,99961,66.0,316.8
7,53,0,4,7193.101159,30886,91.0,103.424766
7,68,3,1,5039.869278,35984,128.0,275.577631
27,97,4,1,3962.825542,0,125.0,539.5622
13,16,0,1,6425.709981,0,87.59156709558825,390.03496301912224
4,35,0,2,15672.69696,0,139.0,667.2
3,72,3,1,3237.996209,60244,83.0,326.281835
8,61,0,2,12992.27561,0,72.0,518.4
34,7,0,2,6279.177891973308,37553,87.59156709558825,897.6
24,47,0,3,4931.258363,0,73.0,525.6
9,18,0,1,4330.38602,60475,107.0,513.6
3,59,0,9,8296.176276,0,111.0,672.91665
7,61,2,3,8334.359986,0,136.0,390.03496301912224
19,49,0,9,5348.071007,25545,69.0,331.2
12,32,0,1,2398.740007,24182,66.0,316.8
32,27,2,3,6622.05254,80979,84.0,25.961213
8,20,0,7,4155.946211,0,62.0,446.4
20,3,0,2,8430.059143,0,74.0,47.502366
27,30,0,1,2545.518369,29250,64.0,308.240792
25,56,1,4,5004.583872,33566,63.0,205.043307
14,55,0,1,2899.702858,65247,72.0,381.238176
18,8,0,6,6767.806751,39650,86.0,922.335972
1,83,4,1,3123.080994,0,101.0,960.115399
8,86,0,2,8184.691323,82680,68.0,326.4
30,86,0,3,7636.279594,0,111.0,799.2
15,42,0,3,9227.567263,0,129.0,619.2
17,60,0,2,7587.337272,0,69.0,460.741097
9,16,1,1,2191.133237,0,61.0,439.2
2,93,0,8,5004.135361,86834,64.0,0.099007
15,85,0,1,4794.931261,46143,122.0,223.028356
3,58,0,2,6279.177891973308,21275,87.59156709558825,390.03496301912224
9,4,0,1,4260.765808,47746,106.0,246.696768
11,86,0,5,15477.27854,51675,87.59156709558825,940.8
1,56,0,3,5126.836814,85522,64.0,165.002742
3,35,4,4,4068.092649,0,63.0,753.22565
17,5,0,2,6279.177891973308,0,84.0,633.294203
35,98,0,7,9775.816061,55632,123.0,478.609999
24,25,0,2,6279.177891973308,0,93.0,669.6
32,37,0,5,5800.188903,0,78.0,374.4
8,83,4,1,3319.620511,69152,89.0,221.359492
3,30,2,2,6529.431827,13476,67.0,433.588181
2,84,0,5,7602.663689,0,105.0,914.538629
20,4,0,1,2839.808041,33252,71.0,407.668083
16,1,1,1,3288.209809,0,102.0,734.4
11,7,0,8,15031.5645,59456,87.59156709558825,907.2
19,28,1,3,5055.902381,88989,63.0,232.745161
17,39,0,5,8012.917253,0,107.0,513.6
11,40,0,6,8300.70769,17034,113.0,542.4
16,61,0,1,2516.103555,88435,62.0,136.263492
6,95,2,1,2749.407985,71445,70.0,336.0
18,43,0,6,8071.334962,72149,101.0,69.310166
19,18,0,1,2867.312197,23376,78.0,374.4
6,48,0,2,7285.030983,44788,61.0,386.031248
14,79,0,1,4118.588554,69379,103.0,494.4
15,71,0,1,5293.368089,38521,134.0,557.184015
4,6,0,2,13265.96256,34482,67.0,83.830109
35,35,0,1,2369.439009,0,68.0,487.345606
15,7,0,2,9816.528302,37256,62.0,128.969729
18,36,0,2,6279.177891973308,77311,87.59156709558825,113.609508
30,96,1,9,5143.88351,39268,66.0,188.870427
15,94,0,1,3136.698216,59644,79.0,379.2
2,33,0,2,7713.819259,0,68.0,326.4
19,18,0,1,2867.312197,23376,78.0,374.4
15,72,0,2,11516.40557,50854,73.0,101.489422
14,27,0,2,15025.19126,35158,76.0,165.958605
4,67,0,1,4013.849907,15413,106.0,508.8
16,0,2,1,3288.825448,17860,99.0,656.122925
22,79,0,8,13736.1325,16181,87.59156709558825,390.03496301912224
8,90,0,1,3890.87081,91182,96.0,249.140907
6,7,1,8,5701.277221,41154,72.0,345.6
21,93,0,1,2590.214327,18746,68.0,326.4
23,4,0,1,3223.331519,70277,80.0,84.818806
23,38,0,4,4912.025292,0,66.0,668.158687
21,2,1,5,6532.010543,24919,84.0,420.420755
22,82,0,2,8012.124825,0,79.0,335.234102
31,34,0,1,3731.504584,0,96.0,460.8
28,86,1,1,2702.380487,46370,68.0,326.4
14,42,0,2,6279.177891973308,89918,115.0,423.116739
4,13,0,1,3347.028677,37138,85.0,612.0
17,41,1,9,8382.630118,19683,117.0,561.6
5,6,0,2,11793.12528,32214,100.0,296.560998
22,31,0,1,2965.71995,26472,74.0,355.2
9,40,0,5,5646.323845,39841,72.0,440.128707
4,58,1,1,2452.491364,51085,62.0,406.902001
6,99,0,9,5953.213546,61006,74.0,73.919629
27,30,0,2,12883.81001,34148,109.0,451.566751
16,55,0,1,2471.528431,95697,61.0,114.273025
35,47,0,1,2927.07045,75685,73.0,369.918482
20,90,0,2,8400.788878,20870,72.0,345.6
15,20,0,1,2729.126448,66900,68.0,326.4
22,51,1,8,7643.068919,0,106.0,508.8
25,89,3,1,2493.591571,37043,68.0,30.984936
15,39,0,1,4170.572119,42837,106.0,290.580543
3,12,0,5,4908.207958,33305,62.0,353.77899
8,35,0,1,3891.583881,0,103.0,558.281543
23,66,0,1,2682.423898,24823,69.0,229.279059
2,64,1,2,10003.24729,98192,84.0,403.2
9,71,0,2,13094.60875,88249,108.0,244.803741
33,39,1,3,5719.785738,54585,71.0,340.8
11,37,0,3,9393.968332,39770,117.0,561.6
27,20,0,1,3433.82408,85367,85.0,67.975243
7,35,0,3,4932.878744,74809,61.0,283.787384
0,35,0,2,13610.10746,50144,114.0,786.934186
7,2,1,1,2913.323811,20075,79.0,483.731784
9,13,0,3,5111.304579,76448,63.0,302.4
11,86,0,1,4540.381153,59556,113.0,681.505066
1,62,0,8,5598.273622,14174,72.0,345.6
27,2,1,2,9638.066778,35230,61.0,16.214764
33,38,0,2,9801.287358,0,91.0,436.8
18,45,0,5,5504.139033,0,73.0,350.4
2,45,0,7,8447.801005,0,114.0,547.2
21,87,3,2,6279.177891973308,51352,66.0,95.661376
5,38,0,9,5815.261714,76675,72.0,141.718568
6,94,0,2,6279.177891973308,0,68.0,326.4
27,21,2,2,7224.235434,0,72.0,297.419028
35,7,1,2,8595.982289,94242,71.0,41.229484
4,92,0,2,12362.08766,0,113.0,217.92632
1,94,0,1,4916.303715,71153,122.0,209.019238
5,99,0,1,8935.274872,63326,87.59156709558825,390.03496301912224
21,51,4,5,5433.214031,29629,71.0,228.443418
0,32,0,7,4847.24253,0,69.0,599.152722
1,83,0,9,5714.165863,23726,74.0,355.2
6,65,3,2,10097.68732,48999,86.0,412.8
28,49,0,1,4726.869327,13037,124.0,839.348464
0,22,0,2,7079.790277,24245,63.0,302.4
12,38,0,1,5395.434909,44047,137.0,390.03496301912224
34,61,0,3,9452.996411,91942,117.0,561.6
25,74,0,4,5284.312599,37640,67.0,174.046849
16,42,0,2,6279.177891973308,77058,63.0,119.331041
29,38,0,1,2510.054168,0,73.0,525.6
28,40,0,2,6279.177891973308,63755,62.0,291.860708
9,17,0,1,4014.453113,37384,99.0,475.2
4,35,0,1,2540.689797,42557,65.0,57.562324
10,29,0,2,6279.177891973308,45473,76.0,188.938397
12,64,2,8,4875.31604,10743,70.0,336.0
5,90,0,2,12324.2654,0,113.0,813.6
16,29,0,1,2280.386988,0,61.0,283.881697
27,32,3,5,4165.994433,0,64.0,575.890362
5,68,3,9,4974.801539,75644,65.0,467.803638
26,71,0,1,2404.917967,63455,61.0,287.654819
11,97,0,1,3032.816016,73782,76.0,111.622054
4,19,0,1,2891.272351,80590,71.0,134.158389
4,50,0,2,15261.41386,59797,127.0,609.6
12,15,0,1,5015.009472,48567,130.0,624.0
34,84,0,4,5325.394799,62470,66.0,243.766542
9,85,0,3,5291.395332,57338,66.0,316.8
12,92,0,5,16107.19004,63288,87.59156709558825,558.433218
22,68,1,1,7605.637524,55281,87.59156709558825,921.6
4,65,0,1,3065.365332,22985,77.0,458.056054
14,15,1,7,6245.575806,39608,78.0,22.961216
27,27,0,3,9406.381948,99189,117.0,75.302707
27,46,0,4,7815.46882,0,112.0,574.102379
7,89,0,2,9747.99401,0,92.0,514.360634
31,83,0,1,4686.469674,58089,118.0,566.4
1,28,0,9,8869.619888,81350,110.0,228.185834
2,73,0,8,4741.808942,0,65.0,731.289267
29,67,0,2,6279.177891973308,43704,87.59156709558825,390.03496301912224
5,72,0,3,7951.777533,75497,100.0,71.773341
15,17,0,4,6762.082924,40372,85.0,76.975713
31,28,0,1,3044.78946,17489,85.0,587.689075
19,33,0,3,5908.16294,86277,74.0,212.039619
3,5,0,6,4574.547243,0,63.0,453.6
14,38,0,2,8377.499751,0,74.0,355.2
10,3,0,2,6279.177891973308,49078,97.0,484.013411
5,85,0,4,5838.89915,81082,73.0,281.295903
20,9,2,6,7577.065297,0,116.0,835.2
4,45,0,6,8012.841201,40635,102.0,489.6
14,87,0,7,9217.978125,26351,119.0,571.2
15,83,0,1,2749.189304,0,80.0,824.487259
32,99,0,1,3588.87609,42836,89.0,244.580023
34,78,1,1,3954.538361,40175,102.0,154.721555
0,41,0,1,3230.576665,62873,81.0,207.75186
24,98,0,5,5158.648497,0,74.0,588.936956
7,31,0,1,2776.582901,50985,71.0,307.68931
6,28,0,2,12836.00951,0,116.0,835.2
21,56,0,2,6279.177891973308,42803,87.59156709558825,889.288242
34,13,1,1,2276.392936,0,69.0,624.980751
29,81,0,1,3895.961837,35970,98.0,470.4
13,42,0,1,4247.683347,44537,106.0,441.907057
21,35,0,3,6005.847375,13528,86.0,412.8
11,3,0,1,2719.506996,14030,72.0,345.6
0,56,0,3,4185.757242,0,64.0,492.644465
18,95,0,2,6279.177891973308,33190,106.0,508.8
1,25,0,4,7331.508054,0,100.0,61.580247
5,22,0,8,9320.284812,21033,118.0,738.975495
7,1,0,1,3312.323945,26285,84.0,403.2
29,52,0,8,5560.278162,0,74.0,65.953005
33,48,0,2,8214.602384,73245,68.0,305.121363
5,31,0,3,8647.139152,0,119.0,244.816163
32,42,0,3,4446.738622,0,61.0,616.279356
11,85,0,1,7769.841954,74365,87.59156709558825,926.4
27,59,0,1,3911.118202,30821,97.0,451.319227
5,9,0,1,2731.520409,69844,68.0,184.379697
15,86,0,8,8401.788653,0,124.0,595.2
8,87,0,7,5875.038074,55836,73.0,314.936185
31,33,0,3,6188.379423,40352,77.0,406.367233
12,45,0,1,4506.577736,14985,116.0,571.319514
18,62,1,3,10548.53703,27458,131.0,730.373515
11,69,0,2,6279.177891973308,56343,87.59156709558825,390.03496301912224
17,53,2,6,8193.750001,12780,111.0,225.437098
16,11,0,1,5313.436344,68558,131.0,280.903779
31,76,0,1,4379.770178,47747,111.0,165.588524
27,19,0,2,6279.177891973308,16113,81.0,494.890996
6,55,0,1,2771.963072,0,79.0,379.2
23,0,0,3,5461.548993,39626,69.0,485.705851
28,48,0,1,2570.235172,49304,65.0,312.0
7,38,0,1,2227.072755,27972,61.0,292.8
0,62,0,3,5394.000979,27568,68.0,278.689331
21,12,0,1,2300.691547,25905,63.0,302.4
16,83,0,2,6279.177891973308,21442,108.0,518.4
12,70,3,1,4374.038985,34516,113.0,42.950852
11,90,0,4,4953.358432,0,68.0,342.468248
33,20,0,1,4590.811214,28354,118.0,320.327775
22,58,0,5,5062.37379,0,72.0,345.6
8,23,0,8,9075.768214,37722,116.0,158.077504
12,58,0,2,8133.157212,32021,70.0,336.0
31,11,0,1,2869.301319,13393,73.0,34.708194
4,11,0,2,6279.177891973308,13624,117.0,561.6
9,78,0,1,2606.186321,27800,67.0,321.6
29,6,0,1,7764.273102,58419,87.59156709558825,202.468807
30,67,0,2,6279.177891973308,50407,92.0,352.060768
0,76,0,4,6102.953572,0,84.0,856.347474
10,83,0,8,9191.672825,77603,114.0,547.2
6,97,0,7,9581.281433,75606,119.0,571.2
6,67,0,3,7532.262392,41458,98.0,191.100227
6,61,0,1,2795.321353,0,74.0,420.765993
13,87,0,7,5673.840992,0,82.0,445.001296
2,84,0,3,15016.18511,70619,87.59156709558825,293.948632
16,19,0,1,3087.249746,41273,77.0,221.226696
10,37,0,9,5480.701059,46946,70.0,336.0
10,97,0,9,7944.973807,0,113.0,542.4
15,20,0,3,8543.247323,99180,106.0,33.751887
0,13,0,9,5380.898636,55350,67.0,321.6
15,26,0,3,4650.063763,28215,65.0,468.0
25,88,1,2,6279.177891973308,75425,116.0,663.643801
15,8,0,1,3314.55133,63583,83.0,167.39959
27,28,0,3,4566.377261,0,66.0,475.2
16,50,0,1,5597.12496,37995,139.0,667.2
29,78,0,1,2540.551456,37125,63.0,290.911693
4,77,0,1,2939.330187,53357,73.0,55.320014
25,15,0,7,16068.34838,70140,87.59156709558825,955.2
27,76,2,1,7360.873696,52380,87.59156709558825,892.8
18,58,0,1,2700.985899,79292,67.0,55.394702
31,24,1,1,3095.705571,0,92.0,774.892461
14,97,0,1,4383.751482,0,123.0,390.03496301912224
3,49,0,6,9928.874825,75425,123.0,823.798803
21,73,0,1,2399.17815,20992,64.0,307.2
34,40,1,1,3402.777293,57428,85.0,414.649796
26,75,0,3,8711.302422,92606,109.0,287.437831
4,27,1,1,4358.762008,86001,109.0,523.2
15,67,0,1,2551.226692,79751,63.0,392.235698
32,21,2,9,5642.747998,68654,71.0,208.048487
7,71,3,9,4151.667368,0,61.0,208.892861
22,1,3,1,2842.025913,92629,72.0,60.845685
9,51,0,4,8791.444942,54094,112.0,502.994931
6,61,3,2,8268.272933,95419,70.0,336.0
20,35,0,2,8581.637267,66466,71.0,293.016168
22,27,0,1,5244.40475,68131,130.0,226.607648
7,17,0,3,8509.019846,56481,106.0,273.250112
17,23,0,1,4743.615503,70082,119.0,571.2
35,30,0,2,6279.177891973308,51437,115.0,244.086665
6,97,0,9,5335.015944,0,73.0,525.6
13,7,0,8,6966.319103,27972,90.0,240.318607
7,16,0,2,6279.177891973308,24930,76.0,364.8
6,43,0,1,4271.200049,26245,110.0,44.284642
4,0,0,9,5580.818466,57883,69.0,431.847824
20,4,0,1,2224.089639,0,64.0,483.25721
13,98,0,1,2709.539796,58828,68.0,446.751243
29,78,0,1,2890.338106,51906,73.0,374.864662
18,2,0,8,6403.577368,28095,82.0,393.6
12,94,0,8,5981.381645,88723,74.0,355.2
29,81,2,8,6225.022266,53078,79.0,200.97608
0,87,0,8,8496.358981,88895,106.0,209.863509
23,60,0,3,10213.99111,60078,127.0,140.819942
26,4,0,3,4547.162694,0,67.0,321.6
4,89,0,8,5741.696078,45820,71.0,249.742856
12,84,0,1,2388.353882,0,73.0,677.970934
22,78,0,2,12624.96121,12439,115.0,552.0
16,38,0,2,8382.478392,25998,71.0,791.878042
19,57,0,3,4964.666365,98451,62.0,316.546868
11,90,0,1,2871.437451,23803,72.0,410.548521
12,58,0,2,13080.78528,0,124.0,595.2
6,29,0,1,2482.411991,26100,67.0,482.4
8,63,0,1,2726.834065,0,73.0,376.923839
10,38,0,9,4776.186527,0,67.0,315.215329
27,75,0,9,6091.89923,65252,78.0,482.48791
12,15,0,1,5015.009472,48567,130.0,624.0
20,44,0,9,9035.671134,34337,113.0,542.4
28,84,0,1,4381.880534,20394,115.0,508.614758
20,17,0,6,5775.517825,0,76.0,784.611446
17,1,1,7,4250.282624,0,61.0,292.8
17,29,1,1,2347.048112,31617,62.0,244.269407
31,30,1,2,6940.069184,0,62.0,297.6
34,74,0,1,2572.506605,21104,66.0,118.454974
21,22,2,2,6279.177891973308,37748,87.59156709558825,868.8
19,30,0,1,3571.346578,0,96.0,438.661509
31,38,0,2,12734.21253,25023,82.0,397.139856
22,57,0,9,4529.112791,0,62.0,271.164139
27,88,0,1,4177.876779,14108,109.0,523.2
29,61,1,2,9824.745841,23923,82.0,393.6
1,19,0,1,2430.801647,0,67.0,321.6
19,59,0,7,6279.177891973308,22705,87.59156709558825,390.03496301912224
10,83,0,1,3301.518961,0,89.0,427.2
31,89,0,5,4692.098956,0,69.0,506.92275
3,46,0,3,8092.87696,50825,102.0,369.614729
16,23,0,1,3964.534974,14616,106.0,575.260213
5,74,0,1,2497.531509,0,69.0,272.381465
16,29,0,9,9656.212573,29504,125.0,390.03496301912224
4,69,0,3,8888.143979,58789,111.0,215.438825
26,62,0,2,7347.410517,29491,61.0,292.8
11,47,2,6,8578.364528,78077,107.0,438.069458
2,53,0,1,3467.323976,0,96.0,799.251165
2,45,0,2,8901.468512,76558,74.0,216.980413
7,56,0,1,2619.337376,78618,66.0,225.578841
24,10,3,9,8838.085637,82664,114.0,133.425609
5,97,0,8,10127.77087,23053,132.0,780.941649
3,93,0,1,4633.452912,50250,117.0,561.6
0,74,0,1,7796.000083,32169,87.59156709558825,785.82348
28,97,0,1,2993.024583,0,80.0,286.115778
7,28,0,2,7985.472561,99069,66.0,77.442722
19,96,1,1,3508.569533,20978,98.0,390.03496301912224
29,70,0,1,2722.210707,17576,71.0,398.502948
29,62,0,1,2783.583044,42297,71.0,200.38673
0,3,0,3,8649.997286,0,115.0,824.597262
21,23,0,7,4652.91278,0,63.0,151.231247
22,72,0,9,8395.806331,0,110.0,161.092415
3,20,0,2,8804.53711,48990,74.0,355.2
31,31,0,2,7155.337765,16916,64.0,377.512951
8,50,0,1,3954.344534,18375,103.0,535.080276
28,19,0,2,15032.9003,17150,65.0,689.800891
4,47,0,2,8257.666512,23815,73.0,424.330166
30,76,0,9,9256.918609,21947,118.0,566.4
4,11,0,4,6507.751779,0,97.0,863.219668
11,2,0,1,2530.705137,89451,63.0,61.769564
4,31,0,4,5482.549359,79325,68.0,251.294821
8,89,0,1,4050.506193,88454,101.0,308.749796
2,41,0,3,6326.679236,0,87.0,417.6
0,86,0,1,2627.76229,20943,69.0,240.00056
19,22,0,2,7814.604545,51972,66.0,316.8
29,17,0,4,6314.579645,54408,79.0,288.329793
4,9,1,7,6386.278164,23751,82.0,586.921708
0,32,0,1,2537.969253,37612,64.0,307.2
4,92,2,3,5335.375586,91603,69.0,472.67262
12,53,0,3,4549.079221,0,62.0,639.758314
6,81,0,1,4836.21886,16450,128.0,871.484565
18,86,1,4,6478.801192,50864,83.0,158.362972
31,20,0,2,6279.177891973308,74560,110.0,528.0
35,47,2,1,2404.380963,62488,62.0,200.689331
16,35,0,9,9264.565015,55837,117.0,741.867506
12,71,0,1,2433.024631,0,66.0,475.2
33,57,0,5,5367.089817,97742,67.0,67.648392
13,75,0,1,2452.360892,0,69.0,496.8
3,44,0,3,8646.504109,64125,108.0,369.818708
22,39,0,6,4340.086445,0,62.0,446.4
27,12,0,3,4930.949334,70412,61.0,136.291083
13,8,0,3,5292.632491,0,70.0,336.0
23,95,0,3,8986.610653,66267,111.0,390.03496301912224
14,23,0,6,5619.967791,0,82.0,863.935307
6,17,0,2,10340.45566,40882,89.0,393.637436
30,72,0,7,6369.262355,34498,83.0,398.4
0,52,0,1,2767.5949,0,74.0,355.2
4,0,1,6,4831.421687,23228,64.0,307.2
16,70,1,1,4282.947971,40864,109.0,166.937747
7,78,0,5,5718.276608,46133,73.0,19.626306
13,59,0,1,2580.849899,46900,66.0,316.8
1,17,0,6,6481.382268,0,92.0,441.6
13,41,0,5,5133.414764,53390,64.0,278.999409
8,19,0,3,9369.639891,99185,115.0,449.428182
14,84,0,1,3196.578455,62815,80.0,47.061469
17,30,0,4,4720.608872,26277,61.0,292.8
17,44,0,8,8861.900439,41854,110.0,481.269644
4,56,0,8,6032.737631,0,86.0,412.8
32,55,0,8,6832.36853,66627,85.0,733.21126
32,60,1,1,2242.090803,12131,64.0,251.44949
4,61,0,1,4157.698118,0,110.0,528.0
4,18,0,5,6189.122455,0,90.0,648.0
18,31,1,3,5643.724704,33317,72.0,345.6
32,30,0,7,5332.462694,68931,66.0,309.577946
6,60,1,1,2121.313061,0,67.0,321.6
21,9,0,3,8281.740124,19189,108.0,518.4
31,15,0,1,7835.929299,49390,87.59156709558825,738.05105
35,7,0,1,2552.913868,33124,67.0,80.119997
21,31,0,1,2795.410029,40516,70.0,137.168874
12,93,0,3,8007.399376,0,112.0,537.6
6,73,0,7,6886.324494,34615,87.0,417.6
9,69,4,3,5106.781547,29894,72.0,16.510134
32,2,0,3,5612.375586,0,79.0,379.2
32,96,0,4,5658.912313,0,84.0,847.490817
0,95,0,1,7263.599744,86732,87.59156709558825,204.373113
17,0,0,1,8712.157741,68516,87.59156709558825,95.693949
14,6,0,3,9198.685111,31562,115.0,552.0
33,92,0,4,5162.370678,0,74.0,582.420512
15,32,0,3,6289.946999,24477,79.0,379.2
31,80,0,1,3649.708655,0,100.0,480.0
15,59,0,3,6766.558551,20046,87.0,417.6
18,35,0,1,4631.011293,78152,114.0,547.2
7,47,0,2,6810.52531,0,65.0,733.522405
30,78,0,3,9378.634228,36067,117.0,561.6
15,75,0,2,15762.53198,44362,66.0,142.113373
11,4,0,1,2635.505781,77350,66.0,316.8
17,79,0,6,5741.72743,86641,71.0,161.752532
